 10007784, 261, 261, 1.000
 10007163, 99, 99, 1.000
 10003270, 201, 201, 1.000
 10007774, 263, 263, 1.000
 10007798, 179, 179, 1.000
 10007788, 184, 184, 1.000
 10007157, 109, 109, 1.000
 10007799, 100, 100, 1.000
 10007167, 139, 139, 1.000
 10007158, 187, 187, 1.000
 10007790, 401, 401, 1.000
 10007855, 73, 73, 1.000
 10007775, 83, 83, 1.000
 10007154, 153, 153, 1.000
 10007768, 120, 120, 1.000
 10007794, 146, 146, 1.000
 10006842, 94, 94, 1.000
 10003645, 159, 158, 0.994
 10007795, 95, 95, 1.000
 10007852, 41, 41, 1.000
 10007786, 159, 159, 1.000
 10005553, 90, 90, 1.000
 10006840, 157, 157, 1.000
 10007789, 70, 70, 1.000
 10007814, 56, 51, 0.911
 10007764, 91, 91, 1.000
 10007792, 38, 38, 1.000
 10007149, 50, 50, 1.000
 10007803, 83, 83, 1.000
 10007783, 74, 74, 1.000
 10007791, 135, 135, 1.000
 10007856, 83, 83, 1.000
 10007760, 62, 62, 1.000
 10007155, 42, 42, 1.000
 10004930, 43, 43, 1.000
 10007143, 59, 45, 0.763
 10007806, 57, 56, 0.982
 10007150, 117, 117, 1.000
 10000961, 117, 117, 1.000
 10007759, 68, 68, 1.000
 10007801, 52, 52, 1.000
 10002718, 85, 85, 1.000
 10007796, 71, 71, 1.000
 10001478, 123, 0, 0.000
 10007773, 110, 110, 1.000
 10007164, 55, 54, 0.982
 10005343, 104, 104, 1.000
 10007850, 92, 92, 1.000
 10007160, 78, 78, 1.000
 10007805, 84, 84, 1.000
 10007151, 50, 22, 0.440
 10007807, 152, 152, 1.000
 10001883, 104, 86, 0.827
 10003678, 40, 40, 1.000
 10007146, 48, 48, 1.000
 10007804, 55, 55, 1.000
 10007147, 109, 109, 1.000
 10007857, 31, 31, 1.000
 10007148, 54, 54, 1.000
 10007140, 30, 30, 1.000
 10000886, 32, 32, 1.000
 10004113, 68, 56, 0.824
 10004351, 212, 211, 0.995
 10001282, 31, 31, 1.000
 10004797, 60, 44, 0.733
 10001726, 40, 40, 1.000
 10007152, 109, 105, 0.963
 10007833, 28, 28, 1.000
 10004180, 37, 37, 1.000
 10007144, 16, 16, 1.000
 10007800, 44, 44, 1.000
 10007793, 47, 47, 1.000
 10007851, 37, 24, 0.649
 10007772, 46, 46, 1.000
 10007767, 24, 24, 1.000
 10007161, 43, 43, 1.000
 10007762, 47, 41, 0.872
 10007156, 49, 49, 1.000
 10003957, 34, 34, 1.000
 10003956, 26, 26, 1.000
 10005500, 72, 72, 1.000
 10007165, 79, 79, 1.000
 10004048, 24, 24, 1.000
 10007159, 55, 18, 0.327
 10006299, 30, 30, 1.000
 10006566, 34, 34, 1.000
 10007848, 14, 1, 0.071
 10003861, 33, 3, 0.091
 10007823, 15, 15, 1.000
